번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0006874,경기 광명시,현대석유(주)현대주유소,경기 광명시 남부순환로 997,20260629,GS칼텍스,셀프,2295,1895,1875,0
A0011922,경기 광주시,(주) 용화에너지,경기 광주시 도척면 도척윗로 116,20260629,GS칼텍스,일반,0,1980,1975,1500
A0004144,경기 광주시,(주)구산에너지 탄벌주유소,경기 광주시 회안대로 712,20260629,HD현대오일뱅크,셀프,2450,1923,1923,0
A0003743,경기 광주시,(주)금강에너지,경기 광주시 곤지암읍 경충대로 487,20260629,SK에너지,셀프,0,1988,1986,1600
A0004022,경기 광주시,(주)대기주유소,경기 광주시 초월읍 경충대로 898,20260629,GS칼텍스,셀프,2389,2012,1996,1650
A0004067,경기 광주시,(주)대지석유 갈마주유소,경기 광주시 경충대로 2187 (삼동),20260629,S-OIL,셀프,0,1955,1955,1700
A0003858,경기 광주시,(주)두바이 곤지암리조트,경기 광주시 도척면 도척윗로 263,20260629,GS칼텍스,셀프,0,1975,1975,0
A0003604,경기 광주시,(주)썬라이즈오일 해뜨는광주,경기 광주시 순암로 215 (중대동),20260629,SK에너지,셀프,2455,1965,1965,1700
A0004026,경기 광주시,(주)오일플라자,경기 광주시 오포읍 양벌로 84,20260629,S-OIL,셀프,0,1894,1887,1600
A0003969,경기 광주시,(주)현에너지 세준주유소,경기 광주시 곤지암읍 경충대로 522,20260629,S-OIL,셀프,0,1938,1958,1650
A0009995,경기 광주시,CJ대한통운(주)직영 경기고속주유소,경기 광주시 초월읍 경충대로 1021,20260629,GS칼텍스,일반,0,2119,2119,1750
A0003590,경기 광주시,HD현대오일뱅크㈜직영 곤지암현대셀프주유소,경기 광주시 곤지암읍 경충대로 567,20260629,HD현대오일뱅크,셀프,2314,1937,1921,1660
A0004090,경기 광주시,HD현대오일뱅크㈜직영 분당현대셀프주유소,경기 광주시 오포읍 태재로 47,20260629,HD현대오일뱅크,셀프,2310,1924,1924,0
A0004075,경기 광주시,HD현대오일뱅크㈜직영 새광주셀프주유소,경기 광주시 경충대로 1515 (쌍령동),20260629,HD현대오일뱅크,셀프,2329,1934,1909,0
A0004151,경기 광주시,HD현대오일뱅크㈜직영 양벌현대주유소,경기 광주시 오포읍 양벌로 165,20260629,HD현대오일뱅크,일반,2349,1919,1908,0
A0003584,경기 광주시,SK우리주유소,경기 광주시 경충대로 1454 (쌍령동),20260629,SK에너지,일반,0,2097,2095,1650
A0011929,경기 광주시,sk에너지 준원주유소,경기 광주시 오포읍 오포로 257,20260629,SK에너지,셀프,0,1975,1965,1600
A0004095,경기 광주시,㈜뉴페이스 정직한주유소 제2지점,경기 광주시 도척면 도척로 313,20260629,GS칼텍스,셀프,0,1914,1955,0
A0010055,경기 광주시,㈜동호에너지 신월주유소,경기 광주시 초월읍 산수로 308,20260629,S-OIL,셀프,0,2035,2025,1700
A0004141,경기 광주시,㈜버드에너지 광주제일,경기 광주시 오포읍 양벌로 55,20260629,S-OIL,셀프,0,1894,1887,0
A0003616,경기 광주시,㈜선경오일,경기 광주시 곤지암읍 경충대로 426,20260629,S-OIL,셀프,0,1856,1843,0
A0004149,경기 광주시,㈜하이테크산업 신정주유소,경기 광주시 도척면 도척로 373,20260629,SK에너지,셀프,0,1945,1925,0
A0003637,경기 광주시,㈜홈런주유소,경기 광주시 오포읍 포은대로 38,20260629,S-OIL,셀프,2495,1975,1975,1700
A0007151,경기 광주시,갈마full-pay주유소,경기 광주시 경충대로 2237,20260629,SK에너지,셀프,0,1898,1898,0
A0011938,경기 광주시,거북이주유소,경기 광주시 경충대로 2110 (중대동),20260629,GS칼텍스,셀프,0,1925,1925,0
A0033083,경기 광주시,경기광주(서울방향)주유소/충전소,경기 광주시 곤지암읍 만삼로 211,20260629,SK에너지,일반,0,1899,1889,0
A0033084,경기 광주시,경기광주(원주방향)주유소/충전소,경기 광주시 곤지암읍 만삼로 270,20260629,SK에너지,일반,0,1899,1889,0
A0003585,경기 광주시,경원주유소,경기 광주시 도척면 마도로 66,20260629,SK에너지,셀프,0,1955,1925,1600
A0003794,경기 광주시,경일주유소,경기 광주시 곤지암읍 광여로 525,20260629,SK에너지,셀프,0,1998,1998,1750
A0007327,경기 광주시,곤지암Self주유소,경기 광주시 곤지암읍 광여로 100,20260629,S-OIL,셀프,2425,1976,1967,1600
A0003680,경기 광주시,곤지암스타주유소,경기 광주시 곤지암읍 경충대로 698,20260629,GS칼텍스,셀프,2389,2012,1996,1680
A0011932,경기 광주시,광주농협 제2주유소,경기 광주시 파발로 97,20260629,NH-OIL,셀프,0,1995,1989,1700
A0004041,경기 광주시,광주농협주유소,경기 광주시 중앙로145번길 6 (경안동),20260629,NH-OIL,셀프,0,1995,1989,1700
A0011926,경기 광주시,광주제2주유소,경기 광주시 경충대로 2130,20260629,HD현대오일뱅크,일반,0,1898,1898,0
A0003981,경기 광주시,광주주유소,경기 광주시 회안대로 1021,20260629,SK에너지,셀프,0,1924,1924,0
A0005644,경기 광주시,그린랜드주유소,경기 광주시 퇴촌면 정영로 798,20260629,GS칼텍스,셀프,0,1985,1975,0
A0004206,경기 광주시,금강석유㈜ 매산셀프주유소,경기 광주시 오포읍 회안대로 15,20260629,HD현대오일뱅크,셀프,2415,1985,1975,0
A0003469,경기 광주시,기름나라주유소,경기 광주시 회안대로 608 (장지동),20260629,SK에너지,셀프,0,1925,1925,0
A0003778,경기 광주시,대광주유소,경기 광주시 오포읍 오포로 660,20260629,SK에너지,일반,0,2016,2016,0
A0025546,경기 광주시,대보주유소,경기 광주시 도척면 도척로 200,20260629,HD현대오일뱅크,일반,0,1964,1967,1630
A0011923,경기 광주시,대한에너지,경기 광주시 퇴촌면 천진암로 412,20260629,SK에너지,셀프,0,1995,2005,0
A0004038,경기 광주시,도척농협주유소,경기 광주시 도척면 노곡로 6,20260629,NH-OIL,셀프,0,1998,1998,1600
A0003912,경기 광주시,돌고래주유소,경기 광주시 회안대로 739 (탄벌동),20260629,S-OIL,셀프,2395,1935,1935,1600
A0003627,경기 광주시,두월self주유소,경기 광주시 초월읍 산수로 378,20260629,SK에너지,셀프,2499,2049,2039,1700
A0003673,경기 광주시,명품셀프주유소,경기 광주시 곤지암읍 광여로 190,20260629,HD현대오일뱅크,셀프,0,1976,1967,1580
A0004203,경기 광주시,미래주유소,경기 광주시 오포읍 태재로 272,20260629,HD현대오일뱅크,셀프,0,1975,1975,0
A0003509,경기 광주시,밀목주유소,경기 광주시 회안대로 968 (송정동),20260629,GS칼텍스,셀프,2405,1955,1955,0
A0003983,경기 광주시,산업로 주유소,경기 광주시 경충대로 1763 (역동),20260629,GS칼텍스,셀프,2455,1975,1975,0
A0004082,경기 광주시,삼미 동부셀프주유소,경기도 광주시 오포읍 태재로 75 (오포읍),20260629,SK에너지,셀프,0,1899,1899,0
A0003444,경기 광주시,삼원주유소,경기 광주시 오포읍 포은대로 429,20260629,GS칼텍스,셀프,2455,1975,1975,1600
A0003982,경기 광주시,상상초월주유소 ㈜뉴페이스,경기 광주시 초월읍 경충대로 1329,20260629,S-OIL,셀프,2298,1924,1955,0
A0003559,경기 광주시,상하이주유소,경기 광주시 오포읍 회안대로 80,20260629,SK에너지,셀프,2455,1965,1955,0
A0003911,경기 광주시,서민주유소,경기 광주시 회안대로 993 (송정동),20260629,SK에너지,셀프,2455,1925,1925,0
A0003642,경기 광주시,선광주유소,경기 광주시 경충대로 1962 (중대동),20260629,SK에너지,셀프,0,1975,1965,1700
A0003460,경기 광주시,성동주유소,경기 광주시 이배재로 506 (목현동),20260629,GS칼텍스,셀프,0,1926,1925,1600
A0003736,경기 광주시,신창주유소,경기 광주시 고불로 164,20260629,GS칼텍스,일반,0,1993,1983,1650
A0021067,경기 광주시,에스에이치 네트웍스(주) 직영점,경기 광주시 순암로 176 (중대동),20260629,GS칼텍스,셀프,0,1995,1995,1700
A0011937,경기 광주시,에스케이일번지주유소,경기 광주시 곤지암읍 경충대로 246,20260629,SK에너지,셀프,0,1976,1964,0
A0003947,경기 광주시,열미ic주유소,경기 광주시 곤지암읍 광여로 233,20260629,S-OIL,일반,0,2189,2199,1750
A0003955,경기 광주시,영동주유소,경기 광주시 퇴촌면 정영로 894,20260629,SK에너지,셀프,0,2013,1975,0
A0009055,경기 광주시,오포주유소/충전소,경기 광주시 오포읍 포은대로 317,20260629,SK에너지,셀프,0,1995,1995,0
A0002110,경기 광주시,유정주유소,경기 광주시 도척면 마도로 196,20260629,S-OIL,셀프,0,1979,1925,0
A0011933,경기 광주시,자연오일주유소,경기 광주시 오포읍 포은대로 213,20260629,S-OIL,셀프,0,1975,1975,0
A0003587,경기 광주시,장미주유소,경기 광주시 경충대로 1920 (장지동),20260629,S-OIL,셀프,0,1988,1960,0
A0003868,경기 광주시,제일주유소,경기 광주시 오포읍 오포로 527,20260629,S-OIL,일반,0,2026,2019,0
A0004040,경기 광주시,중부농업협동조합,경기 광주시 중부면 회안대로 1426,20260629,S-OIL,일반,0,1979,1964,1850
A0003655,경기 광주시,중앙셀프주유소,경기 광주시 오포읍 오포로 342,20260629,HD현대오일뱅크,셀프,2440,1975,1965,1700
A0010024,경기 광주시,초월공단주유소,경기 광주시 초월읍 산수로 615,20260629,GS칼텍스,셀프,0,2065,2055,1700
A0003698,경기 광주시,초월주유소,경기 광주시 초월읍 경충대로 882,20260629,SK에너지,셀프,0,2012,1996,1700
A0003465,경기 광주시,큰나무주유소,경기 광주시 이배재로 140 (회덕동),20260629,HD현대오일뱅크,셀프,0,1926,1925,1710
A0003799,경기 광주시,탑선주유소,경기 광주시 퇴촌면 정영로 518,20260629,알뜰주유소,일반,0,1985,1975,0
A0004039,경기 광주시,퇴촌농협주유소,경기 광주시 퇴촌면 광동로 65,20260629,NH-OIL,셀프,0,1995,1995,1800
A0003589,경기 광주시,평래주유소,경기 광주시 곤지암읍 광여로 712,20260629,SK에너지,일반,0,2058,2048,0
A0003586,경기 광주시,한라주유소,경기 광주시 포은대로 655 (장지동),20260629,알뜰주유소,셀프,0,1897,1942,0
A0003593,경기 광주시,한신주유소,경기 광주시 오포읍 신현로 90,20260629,SK에너지,셀프,2396,1970,1956,0
A0011930,경기 광주시,행정타운주유소,경기 광주시 회안대로 843 (송정동),20260629,SK에너지,일반,0,1925,1925,0
A0004072,경기 광주시,현대퇴촌주유소,경기 광주시 퇴촌면 정영로 378,20260629,HD현대오일뱅크,일반,2465,1994,1970,0
A0003452,경기 광주시,형제주유소,경기 광주시 순암로 120 (장지동),20260629,GS칼텍스,일반,2465,1995,1985,1750
A0009244,경기 구리시,(주)헨지스에너지 직영 해동,경기 구리시 경춘로 69,20260629,GS칼텍스,셀프,0,1859,1859,0
A0006457,경기 구리시,HD현대오일뱅크㈜직영 구리셀프주유소,경기 구리시 아차산로 274,20260629,HD현대오일뱅크,셀프,2324,1920,1903,0
A0006567,경기 구리시,HD현대오일뱅크㈜직영 담터셀프주유소,경기 구리시 경춘북로 344,20260629,HD현대오일뱅크,셀프,2324,1923,1903,0
A0006752,경기 구리시,HD현대오일뱅크㈜직영 토평1호셀프주유소,경기 구리시 벌말로 136 (토평동),20260629,HD현대오일뱅크,셀프,2349,1924,1903,0
A0006767,경기 구리시,SK에너지(주) 두바이주유소,경기 구리시 벌말로 61,20260629,SK에너지,일반,2389,1873,1810,1500
A0006736,경기 구리시,㈜구리농수산물주유소,경기 구리시 도매시장로 81-29,20260629,SK에너지,셀프,0,1998,1967,0
A0006301,경기 구리시,㈜지에스이앤알 인창주유소,경기 구리시 동구릉로 78,20260629,GS칼텍스,일반,0,1988,1974,0
A0006308,경기 구리시,교문주유소,경기 구리시 아차산로 436 (교문동),20260629,S-OIL,셀프,0,1873,1873,0
A0033432,경기 구리시,대보건설(주) 구리(일산방향)주유소,경기 구리시 수도권제1순환고속도로 32,20260629,알뜰(ex),셀프,0,1864,1996,0
A0033119,경기 구리시,대보건설(주) 구리(판교방향)주유소,경기 구리시 수도권제1순환고속도로 27,20260629,알뜰(ex),셀프,0,1864,1996,0
A0006729,경기 구리시,동일석유㈜양주주유소,경기 구리시 경춘로 196,20260629,SK에너지,셀프,0,1873,1873,0
A0007117,경기 구리시,동창베스트(주) 동창주유소,경기 구리시 동구릉로 290 (인창동),20260629,SK에너지,일반,0,1879,1869,1650
A0006733,경기 구리시,성신레미컨(주)주유소,경기 구리시 동구릉로 260,20260629,HD현대오일뱅크,일반,0,2005,1977,1600
A0006625,경기 구리시,아천동주유소,경기 구리시 아차산로 55,20260629,S-OIL,일반,2395,1945,1945,0
A0006806,경기 구리시,에쓰오일(주)능마을 보금자리주유소,경기 구리시 경춘북로 74 (갈매동),20260629,S-OIL,셀프,2269,1879,1869,0
A0006572,경기 구리시,오성주유소,경기도 구리시 동구릉로 426 (사노동),20260629,S-OIL,셀프,2490,1999,1977,1750
A0006660,경기 구리시,지에스칼텍스(주) 토평IC주유소,경기 구리시 코스모스길 228,20260629,GS칼텍스,일반,2509,1954,1924,0
A0006497,경기 구리시,푸른주유소,경기 구리시 벌말로 117 (토평동),20260629,S-OIL,일반,0,2014,1999,0
A0001923,경기 군포시,(주)대미주유소,경기 군포시 군포로 10,20260629,S-OIL,셀프,0,1968,1968,0
A0001962,경기 군포시,(주)한유에너지 금정주유소,경기 군포시 군포로 617 (금정동),20260629,SK에너지,셀프,0,1883,1884,1600
A0001955,경기 군포시,HD현대오일뱅크㈜직영 군포제일주유소,경기 군포시 산본로323번길 27,20260629,HD현대오일뱅크,일반,2357,1937,1929,0
A0001191,경기 군포시,sk(주)산본주유소,경기 군포시 번영로 607 (금정동),20260629,SK에너지,셀프,0,1894,1884,0
A0001917,경기 군포시,㈜삼표에너지 군포스타주유소,경기 군포시 고산로 688,20260629,GS칼텍스,셀프,2509,2034,2019,1620
A0001969,경기 군포시,㈜삼표에너지 산본그린주유소,경기 군포시 군포로 231,20260629,GS칼텍스,셀프,2493,2004,1999,0
A0002542,경기 군포시,금정주유소,경기 군포시 공단로 278-29,20260629,알뜰주유소,셀프,0,1875,1875,0
A0001977,경기 군포시,대신석유(주)당리주유소,경기 군포시 용호1로1번길 16 (당동),20260629,SK에너지,셀프,0,1847,1847,0
A0001911,경기 군포시,동광석유㈜ 대야주유소,경기 군포시 군포로 137,20260629,S-OIL,일반,0,1878,1878,0
A0001942,경기 군포시,동일석유㈜산업주유소,경기 군포시 경수대로 457 (당정동),20260629,SK에너지,셀프,0,1894,1884,0
A0001966,경기 군포시,삼미상사(주)금정역셀프주유소,경기 군포시 엘에스로 178 (산본동),20260629,SK에너지,셀프,0,1893,1883,0
A0001943,경기 군포시,삼미상사(주)남부주유소,경기 군포시 고산로 259 (당동),20260629,SK에너지,셀프,0,1883,1884,0
A0033703,경기 군포시,송정주유소,경기 군포시 송부로 14 (도마교동),20260629,S-OIL,셀프,2409,1898,1898,0
A0001982,경기 군포시,한국복합물류(주) 군포터미널주유소,경기도 군포시  번영로 82 (군포2동) 관리동 4층,20260629,GS칼텍스,일반,0,1999,1999,0
A0033216,경기 군포시,한국복합물류(주)직영군포셀프주유소,경기 군포시 번영로 82 (부곡동),20260629,GS칼텍스,셀프,0,1999,1994,0
A0007776,경기 김포시,(주)광역주유소 대곶,경기 김포시 대곶면 대곶남로 533,20260629,GS칼텍스,셀프,2430,1868,1856,1630
A0007934,경기 김포시,(주)디오티디 김포햇님이주유소,경기 김포시 대곶면 대명항로 530,20260629,HD현대오일뱅크,셀프,2294,1868,1856,1500
A0007554,경기 김포시,(주)무진에너지 서김포IC주유소,경기 김포시 양촌면 김포대로 1634,20260629,GS칼텍스,셀프,0,1884,1884,0
